NAICS6_IO,SCTG,naics,naics_desc,NAICS6_Make_desc,SCTG_desc,Prop
325120,20,325120,Industrial Gas Manufacturing,Industrial gas manufacturing,Basic chemicals,1
325130,20,325131,Inorganic Dye and Pigment Manufacturing,Synthetic dye and pigment manufacturing,Basic chemicals,1
325130,20,325132,Synthetic Organic Dye and Pigment Manufacturing,Synthetic dye and pigment manufacturing,Basic chemicals,1
325180,20,325181,Alkalies and Chlorine Manufacturing,Other basic inorganic chemical manufacturing,Basic chemicals,1
325180,20,325182,Carbon Black Manufacturing,Other basic inorganic chemical manufacturing,Basic chemicals,1
325180,20,325188,All Other Basic Inorganic Chemical Manufacturing,Other basic inorganic chemical manufacturing,Basic chemicals,1
325190,23,325191,Gum and Wood Chemical Manufacturing,Other basic organic chemical manufacturing,Chemical prods.,0.5
325190,20,325192,Cyclic Crude and Intermediate Manufacturing,Other basic organic chemical manufacturing,Basic chemicals,0.5
325190,20,325193,Ethyl Alcohol Manufacturing,Other basic organic chemical manufacturing,Basic chemicals,0.5
325190,20,325199,All Other Basic Organic Chemical Manufacturing,Other basic organic chemical manufacturing,Basic chemicals,0.5
325211,24,325211,Plastics Material and Resin Manufacturing,Plastics material and resin manufacturing,Plastics/rubber,1
3252A0,24,325212,Synthetic Rubber Manufacturing,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,Plastics/rubber,0.5
3252A0,30,325221,Cellulosic Organic Fiber Manufacturing,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,Textiles/leather,0.5
3252A0,24,325222,Noncellulosic Organic Fiber Manufacturing,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,Plastics/rubber,0.5
325310,22,325311,Nitrogenous Fertilizer Manufacturing,Fertilizer manufacturing,Fertilizers,0.5
325310,20,325312,Phosphatic Fertilizer Manufacturing,Fertilizer manufacturing,Basic chemicals,0.5
325310,22,325314,Fertilizer (Mixing Only) Manufacturing,Fertilizer manufacturing,Fertilizers,0.5
325320,20,325320,Pesticide and Other Agricultural Chemical Manufacturing,Pesticide and other agricultural chemical manufacturing,Basic chemicals,1
325411,20,325411,Medicinal and Botanical Manufacturing,Medicinal and botanical manufacturing,Basic chemicals,1
325412,23,325412,Pharmaceutical Preparation Manufacturing,Pharmaceutical preparation manufacturing,Chemical prods.,1
325413,21,325413,In-Vitro Diagnostic Substance Manufacturing,In-vitro diagnostic substance manufacturing,Pharmaceuticals,1
325414,21,325414,Biological Product (except Diagnostic) Manufacturing,Biological product (except diagnostic) manufacturing,Pharmaceuticals,1
325510,23,325510,Paint and Coating Manufacturing,Paint and coating manufacturing,Chemical prods.,1
325520,23,325520,Adhesive Manufacturing,Adhesive manufacturing,Chemical prods.,1
325610,20,325611,Soap and Other Detergent Manufacturing,Soap and cleaning compound manufacturing,Basic chemicals,0.333333333
325610,23,325612,Polish and Other Sanitation Good Manufacturing,Soap and cleaning compound manufacturing,Chemical prods.,0.333333333
325610,7,325613,Surface Active Agent Manufacturing,Soap and cleaning compound manufacturing,Other foodstuffs,0.333333333
325620,23,325620,Toilet Preparation Manufacturing,Toilet preparation manufacturing,Chemical prods.,1
325910,23,325910,Printing Ink Manufacturing,Printing ink manufacturing,Chemical prods.,1
3259A0,23,325920,Explosives Manufacturing,All other chemical product and preparation manufacturing,Chemical prods.,1
3259A0,23,325991,Custom Compounding of Purchased Resins,All other chemical product and preparation manufacturing,Chemical prods.,1
3259A0,23,325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",All other chemical product and preparation manufacturing,Chemical prods.,1
3259A0,23,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,All other chemical product and preparation manufacturing,Chemical prods.,1
326110,24,326111,Plastics Bag and Pouch Manufacturing,Plastics packaging materials and unlaminated film and sheet manufacturing,Plastics/rubber,1
326110,24,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,Plastics packaging materials and unlaminated film and sheet manufacturing,Plastics/rubber,1
326110,24,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,Plastics packaging materials and unlaminated film and sheet manufacturing,Plastics/rubber,1
326120,24,326121,Unlaminated Plastics Profile Shape Manufacturing,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",Plastics/rubber,1
326120,24,326122,Plastics Pipe and Pipe Fitting Manufacturing,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",Plastics/rubber,1
326130,24,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing","Laminated plastics plate, sheet (except packaging), and shape manufacturing",Plastics/rubber,1
326140,24,326140,Polystyrene Foam Product Manufacturing,Polystyrene foam product manufacturing,Plastics/rubber,1
326150,24,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,Urethane and other foam product (except polystyrene) manufacturing,Plastics/rubber,1
326160,24,326160,Plastics Bottle Manufacturing,Plastics bottle manufacturing,Plastics/rubber,1
326190,24,326191,Plastics Plumbing Fixture Manufacturing,Other plastics product manufacturing,Plastics/rubber,1
326190,24,326192,Resilient Floor Covering Manufacturing,Other plastics product manufacturing,Plastics/rubber,1
326190,24,326199,All Other Plastics Product Manufacturing,Other plastics product manufacturing,Plastics/rubber,1
326210,24,326211,Tire Manufacturing (except Retreading),Tire manufacturing,Plastics/rubber,1
326210,24,326212,Tire Retreading,Tire manufacturing,Plastics/rubber,1
326220,24,326220,Rubber and Plastics Hoses and Belting Manufacturing,Rubber and plastics hoses and belting manufacturing,Plastics/rubber,1
326290,24,326291,Rubber Product Manufacturing for Mechanical Use,Other rubber product manufacturing,Plastics/rubber,1
326290,24,326299,All Other Rubber Product Manufacturing,Other rubber product manufacturing,Plastics/rubber,1
327100,31,327111,Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing,Clay product and refractory manufacturing,Nonmetal min. prods.,0.5
327100,35,327112,"Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing",Clay product and refractory manufacturing,Electronics,0.5
327100,35,327113,Porcelain Electrical Supply Manufacturing,Clay product and refractory manufacturing,Electronics,0.5
327100,31,327121,Brick and Structural Clay Tile Manufacturing,Clay product and refractory manufacturing,Nonmetal min. prods.,0.5
327100,31,327122,Ceramic Wall and Floor Tile Manufacturing,Clay product and refractory manufacturing,Nonmetal min. prods.,0.5
327100,31,327123,Other Structural Clay Product Manufacturing,Clay product and refractory manufacturing,Nonmetal min. prods.,0.5
327100,31,327124,Clay Refractory Manufacturing,Clay product and refractory manufacturing,Nonmetal min. prods.,0.5
327100,31,327125,Nonclay Refractory Manufacturing,Clay product and refractory manufacturing,Nonmetal min. prods.,0.5
327200,31,327211,Flat Glass Manufacturing,Glass and glass product manufacturing,Nonmetal min. prods.,0.5
327200,39,327212,Other Pressed and Blown Glass and Glassware Manufacturing,Glass and glass product manufacturing,Furniture,0.5
327200,31,327213,Glass Container Manufacturing,Glass and glass product manufacturing,Nonmetal min. prods.,0.5
327200,31,327215,Glass Product Manufacturing Made of Purchased Glass,Glass and glass product manufacturing,Nonmetal min. prods.,0.5
327310,31,327310,Cement Manufacturing,Cement manufacturing,Nonmetal min. prods.,1
327320,23,327320,Ready-Mix Concrete Manufacturing,Ready-mix concrete manufacturing,Chemical prods.,1
327330,31,327331,Concrete Block and Brick Manufacturing,"Concrete pipe, brick, and block manufacturing",Nonmetal min. prods.,1
327330,31,327332,Concrete Pipe Manufacturing,"Concrete pipe, brick, and block manufacturing",Nonmetal min. prods.,1
327390,31,327390,Other Concrete Product Manufacturing,Other concrete product manufacturing,Nonmetal min. prods.,1
327400,13,327410,Lime Manufacturing,Lime and gypsum product manufacturing,Nonmetallic minerals,0.5
327400,31,327420,Gypsum Product Manufacturing,Lime and gypsum product manufacturing,Nonmetal min. prods.,0.5
327910,20,327910,Abrasive Product Manufacturing,Abrasive product manufacturing,Basic chemicals,1
327991,31,327991,Cut Stone and Stone Product Manufacturing,Cut stone and stone product manufacturing,Nonmetal min. prods.,1
327992,31,327992,Ground or Treated Mineral and Earth Manufacturing,Ground or treated mineral and earth manufacturing,Nonmetal min. prods.,1
327993,31,327993,Mineral Wool Manufacturing,Mineral wool manufacturing,Nonmetal min. prods.,1
327999,31,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,Miscellaneous nonmetallic mineral products,Nonmetal min. prods.,1
331110,32,331111,Iron and Steel Mills,Iron and steel mills and ferroalloy manufacturing,Base metals,1
331110,32,331112,Electrometallurgical Ferroalloy Product Manufacturing,Iron and steel mills and ferroalloy manufacturing,Base metals,1
331200,32,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,Steel product manufacturing from purchased steel,Base metals,0.5
331200,32,331221,Rolled Steel Shape Manufacturing,Steel product manufacturing from purchased steel,Base metals,0.5
331200,33,331222,Steel Wire Drawing,Steel product manufacturing from purchased steel,Articles-base metal,0.5
33131A,32,331311,Alumina Refining,Alumina refining and primary aluminum production,Base metals,1
33131A,32,331312,Primary Aluminum Production,Alumina refining and primary aluminum production,Base metals,1
331314,32,331314,Secondary Smelting and Alloying of Aluminum,NA,Base metals,1
33131B,32,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",Aluminum product manufacturing from purchased aluminum,Base metals,0.5
33131B,33,331316,Aluminum Extruded Product Manufacturing,Aluminum product manufacturing from purchased aluminum,Articles-base metal,0.5
33131B,32,331319,Other Aluminum Rolling and Drawing,Aluminum product manufacturing from purchased aluminum,Base metals,0.5
331411,41,331411,Primary Smelting and Refining of Copper,Primary smelting and refining of copper,Waste/scrap,1
331419,32,331419,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),Primary smelting and refining of nonferrous metal (except copper and aluminum),Base metals,1
331420,33,331421,"Copper Rolling, Drawing, and Extruding","Copper rolling, drawing, extruding and alloying",Articles-base metal,0.5
331420,32,331422,Copper Wire (except Mechanical) Drawing,"Copper rolling, drawing, extruding and alloying",Base metals,0.5
331420,32,331423,"Secondary Smelting, Refining, and Alloying of Copper","Copper rolling, drawing, extruding and alloying",Base metals,0.5
331490,32,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying",Base metals,1
331490,32,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying",Base metals,1
331510,33,331511,Iron Foundries,Ferrous metal foundries,Articles-base metal,0.5
331510,32,331512,Steel Investment Foundries,Ferrous metal foundries,Base metals,0.5
331510,32,331513,Steel Foundries (except Investment),Ferrous metal foundries,Base metals,0.5
331520,32,331521,Aluminum Die-Casting Foundries,Nonferrous metal foundries,Base metals,0.5
331520,32,331522,Nonferrous (except Aluminum) Die-Casting Foundries,Nonferrous metal foundries,Base metals,0.5
331520,33,331524,Aluminum Foundries (except Die-Casting),Nonferrous metal foundries,Articles-base metal,0.5
331520,32,331525,Copper Foundries (except Die-Casting),Nonferrous metal foundries,Base metals,0.5
331520,32,331528,Other Nonferrous Foundries (except Die-Casting),Nonferrous metal foundries,Base metals,0.5
33211A,33,332111,Iron and Steel Forging,"All other forging, stamping, and sintering",Articles-base metal,1
33211A,33,332112,Nonferrous Forging,"All other forging, stamping, and sintering",Articles-base metal,1
332114,33,332114,Custom Roll Forming,Custom roll forming,Articles-base metal,1
33211B,33,332115,Crown and Closure Manufacturing,Crown and closure manufacturing and metal stamping,Articles-base metal,1
33211B,33,332116,Metal Stamping,Crown and closure manufacturing and metal stamping,Articles-base metal,1
33211A,33,332117,Powder Metallurgy Part Manufacturing,"All other forging, stamping, and sintering",Articles-base metal,1
332200,33,332211,Cutlery and Flatware (except Precious) Manufacturing,Cutlery and handtool manufacturing,Articles-base metal,0.333333333
332200,34,332212,Hand and Edge Tool Manufacturing,Cutlery and handtool manufacturing,Machinery,0.333333333
332200,33,332213,Saw Blade and Handsaw Manufacturing,Cutlery and handtool manufacturing,Articles-base metal,0.333333333
332200,40,332214,"Kitchen Utensil, Pot, and Pan Manufacturing",Cutlery and handtool manufacturing,Misc. mfg. prods.,0.333333333
332310,40,332311,Prefabricated Metal Building and Component Manufacturing,Plate work and fabricated structural product manufacturing,Misc. mfg. prods.,0.333333333
332310,33,332312,Fabricated Structural Metal Manufacturing,Plate work and fabricated structural product manufacturing,Articles-base metal,0.333333333
332310,37,332313,Plate Work Manufacturing,Plate work and fabricated structural product manufacturing,Transport equip.,0.333333333
332320,33,332321,Metal Window and Door Manufacturing,Ornamental and architectural metal products manufacturing,Articles-base metal,1
332320,33,332322,Sheet Metal Work Manufacturing,Ornamental and architectural metal products manufacturing,Articles-base metal,1
332320,33,332323,Ornamental and Architectural Metal Work Manufacturing,Ornamental and architectural metal products manufacturing,Articles-base metal,1
332410,34,332410,Power Boiler and Heat Exchanger Manufacturing,Power boiler and heat exchanger manufacturing,Machinery,1
332420,33,332420,Metal Tank (Heavy Gauge) Manufacturing,Metal tank (heavy gauge) manufacturing,Articles-base metal,1
332430,33,332431,Metal Can Manufacturing,"Metal can, box, and other metal container (light gauge) manufacturing",Articles-base metal,0.5
332430,34,332439,Other Metal Container Manufacturing,"Metal can, box, and other metal container (light gauge) manufacturing",Machinery,0.5
332500,33,332510,Hardware Manufacturing,Hardware manufacturing,Articles-base metal,1
332600,33,332611,Spring (Heavy Gauge) Manufacturing,Spring and wire product manufacturing,Articles-base metal,1
332600,33,332612,Spring (Light Gauge) Manufacturing,Spring and wire product manufacturing,Articles-base metal,1
332600,33,332618,Other Fabricated Wire Product Manufacturing,Spring and wire product manufacturing,Articles-base metal,1
332710,34,332710,Machine Shops,Machine shops,Machinery,1
332720,33,332721,Precision Turned Product Manufacturing,"Turned product and screw, nut, and bolt manufacturing",Articles-base metal,1
332720,33,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing","Turned product and screw, nut, and bolt manufacturing",Articles-base metal,1
332800,33,332811,Metal Heat Treating,"Coating, engraving, heat treating and allied activities",Articles-base metal,1
332800,33,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Coating, engraving, heat treating and allied activities",Articles-base metal,1
332800,33,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring","Coating, engraving, heat treating and allied activities",Articles-base metal,1
33291A,33,332911,Industrial Valve Manufacturing,Valve and fittings other than plumbing,Articles-base metal,0.5
33291A,37,332912,Fluid Power Valve and Hose Fitting Manufacturing,Valve and fittings other than plumbing,Transport equip.,0.5
332913,33,332913,Plumbing Fixture Fitting and Trim Manufacturing,Plumbing fixture fitting and trim manufacturing,Articles-base metal,1
33291A,33,332919,Other Metal Valve and Pipe Fitting Manufacturing,Valve and fittings other than plumbing,Articles-base metal,0.5
332991,34,332991,Ball and Roller Bearing Manufacturing,Ball and roller bearing manufacturing,Machinery,1
33299A,40,332992,Small Arms Ammunition Manufacturing,"Ammunition, arms, ordnance, and accessories manufacturing",Misc. mfg. prods.,0.333333333
33299A,33,332993,Ammunition (except Small Arms) Manufacturing,"Ammunition, arms, ordnance, and accessories manufacturing",Articles-base metal,0.333333333
33299A,38,332994,Small Arms Manufacturing,"Ammunition, arms, ordnance, and accessories manufacturing",Precision instruments,0.333333333
33299A,40,332995,Other Ordnance and Accessories Manufacturing,"Ammunition, arms, ordnance, and accessories manufacturing",Misc. mfg. prods.,0.333333333
332996,33,332996,Fabricated Pipe and Pipe Fitting Manufacturing,Fabricated pipe and pipe fitting manufacturing,Articles-base metal,1
33299B,34,332997,Industrial Pattern Manufacturing,Other fabricated metal manufacturing,Machinery,0.5
33299B,33,332998,Enameled Iron and Metal Sanitary Ware Manufacturing,Other fabricated metal manufacturing,Articles-base metal,0.5
33299B,33,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Other fabricated metal manufacturing,Articles-base metal,0.5
333111,34,333111,Farm Machinery and Equipment Manufacturing,Farm machinery and equipment manufacturing,Machinery,1
333112,34,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,Lawn and garden equipment manufacturing,Machinery,1
333120,34,333120,Construction Machinery Manufacturing,Construction machinery manufacturing,Machinery,1
333130,34,333131,Mining Machinery and Equipment Manufacturing,Mining and oil and gas field machinery manufacturing,Machinery,1
333130,34,333132,Oil and Gas Field Machinery and Equipment Manufacturing,Mining and oil and gas field machinery manufacturing,Machinery,1
33329A,34,333210,Sawmill and Woodworking Machinery Manufacturing,Other industrial machinery manufacturing,Machinery,1
333220,34,333220,Plastics and Rubber Industry Machinery Manufacturing,Plastics and rubber industry machinery manufacturing,Machinery,1
33329A,34,333291,Paper Industry Machinery Manufacturing,Other industrial machinery manufacturing,Machinery,1
33329A,34,333292,Textile Machinery Manufacturing,Other industrial machinery manufacturing,Machinery,1
33329A,34,333293,Printing Machinery and Equipment Manufacturing,Other industrial machinery manufacturing,Machinery,1
33329A,34,333294,Food Product Machinery Manufacturing,Other industrial machinery manufacturing,Machinery,1
333295,34,333295,Semiconductor Machinery Manufacturing,Semiconductor machinery manufacturing,Machinery,1
33329A,34,333298,All Other Industrial Machinery Manufacturing,Other industrial machinery manufacturing,Machinery,1
33331A,34,333311,Automatic Vending Machine Manufacturing,"Vending, commercial laundry, and other commercial and service industry machinery manufacturing",Machinery,0.5
33331A,34,333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing","Vending, commercial laundry, and other commercial and service industry machinery manufacturing",Machinery,0.5
333313,35,333313,Office Machinery Manufacturing,Office machinery manufacturing,Electronics,1
333314,38,333314,Optical Instrument and Lens Manufacturing,Optical instrument and lens manufacturing,Precision instruments,1
333315,34,333315,Photographic and Photocopying Equipment Manufacturing,Photographic and photocopying equipment manufacturing,Machinery,1
33331A,41,333319,Other Commercial and Service Industry Machinery Manufacturing,"Vending, commercial laundry, and other commercial and service industry machinery manufacturing",Waste/scrap,0.5
33341A,34,333411,Air Purification Equipment Manufacturing,Air purification and ventilation equipment manufacturing,Machinery,1
33341A,34,333412,Industrial and Commercial Fan and Blower Manufacturing,Air purification and ventilation equipment manufacturing,Machinery,1
333414,34,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Heating equipment (except warm air furnaces) manufacturing,Machinery,1
333415,34,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",Machinery,1
333511,34,333511,Industrial Mold Manufacturing,Industrial mold manufacturing,Machinery,1
33351A,34,333512,Machine Tool (Metal Cutting Types) Manufacturing,Metal cutting and forming machine tool manufacturing,Machinery,1
33351A,34,333513,Machine Tool (Metal Forming Types) Manufacturing,Metal cutting and forming machine tool manufacturing,Machinery,1
333514,34,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing","Special tool, die, jig, and fixture manufacturing",Machinery,1
33351B,34,333515,Cutting Tool and Machine Tool Accessory Manufacturing,"Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing",Machinery,1
33351B,34,333516,Rolling Mill Machinery and Equipment Manufacturing,"Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing",Machinery,1
33351B,34,333518,Other Metalworking Machinery Manufacturing,"Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing",Machinery,1
333611,34,333611,Turbine and Turbine Generator Set Units Manufacturing,Turbine and turbine generator set units manufacturing,Machinery,1
333612,35,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing","Speed changer, industrial high-speed drive, and gear manufacturing",Electronics,1
333613,34,333613,Mechanical Power Transmission Equipment Manufacturing,Mechanical power transmission equipment manufacturing,Machinery,1
333618,34,333618,Other Engine Equipment Manufacturing,Other engine equipment manufacturing,Machinery,1
33391A,37,333911,Pump and Pumping Equipment Manufacturing,Pump and pumping equipment manufacturing,Transport equip.,0.5
333912,34,333912,Air and Gas Compressor Manufacturing,Air and gas compressor manufacturing,Machinery,1
33391A,34,333913,Measuring and Dispensing Pump Manufacturing,Pump and pumping equipment manufacturing,Machinery,0.5
333920,34,333921,Elevator and Moving Stairway Manufacturing,Material handling equipment manufacturing,Machinery,0.5
333920,34,333922,Conveyor and Conveying Equipment Manufacturing,Material handling equipment manufacturing,Machinery,0.5
333920,34,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",Material handling equipment manufacturing,Machinery,0.5
333920,36,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",Material handling equipment manufacturing,Motorized vehicles,0.5
333991,33,333991,Power-Driven Handtool Manufacturing,Power-driven handtool manufacturing,Articles-base metal,1
33399A,33,333992,Welding and Soldering Equipment Manufacturing,Other general purpose machinery manufacturing,Articles-base metal,0.5
333993,34,333993,Packaging Machinery Manufacturing,Packaging machinery manufacturing,Machinery,1
333994,34,333994,Industrial Process Furnace and Oven Manufacturing,Industrial process furnace and oven manufacturing,Machinery,1
33399B,34,333995,Fluid Power Cylinder and Actuator Manufacturing,Fluid power process machinery,Machinery,1
33399B,34,333996,Fluid Power Pump and Motor Manufacturing,Fluid power process machinery,Machinery,1
33399A,34,333997,Scale and Balance Manufacturing,Other general purpose machinery manufacturing,Machinery,0.5
33399A,34,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,Other general purpose machinery manufacturing,Machinery,0.5
334111,35,334111,Electronic Computer Manufacturing,Electronic computer manufacturing,Electronics,1
334112,35,334112,Computer Storage Device Manufacturing,Computer storage device manufacturing,Electronics,1
33411A,35,334113,Computer Terminal Manufacturing,Computer terminals and other computer peripheral equipment manufacturing,Electronics,1
33411A,35,334119,Other Computer Peripheral Equipment Manufacturing - digital camera manufacturing,Computer terminals and other computer peripheral equipment manufacturing,Electronics,1
334210,35,334210,Telephone Apparatus Manufacturing,Telephone apparatus manufacturing,Electronics,1
334220,35,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Broadcast and wireless communications equipment,Electronics,1
334290,37,334290,Other Communications Equipment Manufacturing,Other communications equipment manufacturing,Transport equip.,1
334300,35,334310,Audio and Video Equipment Manufacturing,Audio and video equipment manufacturing,Electronics,1
33441A,35,334411,Electron Tube Manufacturing,Other electronic component manufacturing,Electronics,1
33441A,35,334412,Bare Printed Circuit Board Manufacturing,Other electronic component manufacturing,Electronics,1
334413,35,334413,Semiconductor and Related Device Manufacturing,Semiconductor and related device manufacturing,Electronics,1
33441A,35,334414,Electronic Capacitor Manufacturing,Other electronic component manufacturing,Electronics,1
33441A,35,334415,Electronic Resistor Manufacturing,Other electronic component manufacturing,Electronics,1
33441A,35,334416,"Electronic Coil, Transformer, and Other Inductor Manufacturing",Other electronic component manufacturing,Electronics,1
33441A,35,334417,Electronic Connector Manufacturing,Other electronic component manufacturing,Electronics,1
334418,35,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,Printed circuit assembly (electronic assembly) manufacturing,Electronics,1
33441A,35,334419,Other Electronic Component Manufacturing,Other electronic component manufacturing,Electronics,1
334510,38,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Electromedical and electrotherapeutic apparatus manufacturing,Precision instruments,1
334511,35,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","Search, detection, and navigation instruments manufacturing",Electronics,1
334512,38,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",Automatic environmental control manufacturing,Precision instruments,1
334513,38,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Industrial process variable instruments manufacturing,Precision instruments,1
334514,38,334514,Totalizing Fluid Meter and Counting Device Manufacturing,Totalizing fluid meter and counting device manufacturing,Precision instruments,1
334515,35,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Electricity and signal testing instruments manufacturing,Electronics,1
334516,34,334516,Analytical Laboratory Instrument Manufacturing,Analytical laboratory instrument manufacturing,Machinery,1
334517,38,334517,Irradiation Apparatus Manufacturing,Irradiation apparatus manufacturing,Precision instruments,1
33451A,40,334518,"Watch, Clock, and Part Manufacturing","Watch, clock, and other measuring and controlling device manufacturing",Misc. mfg. prods.,0.5
33451A,35,334519,Other Measuring and Controlling Device Manufacturing,"Watch, clock, and other measuring and controlling device manufacturing",Electronics,0.5
334610,35,334611,Software Reproducing,Manufacturing and reproducing magnetic and optical media,Electronics,1
334610,35,334612,"Prerecorded Compact Disc (except Software), Tape, and Record Reproducing",Manufacturing and reproducing magnetic and optical media,Electronics,1
334610,35,334613,Magnetic and Optical Recording Media Manufacturing,Manufacturing and reproducing magnetic and optical media,Electronics,1
335110,35,335110,Electric Lamp Bulb and Part Manufacturing,Electric lamp bulb and part manufacturing,Electronics,1
335120,35,335121,Residential Electric Lighting Fixture Manufacturing,Lighting fixture manufacturing,Electronics,0.5
335120,35,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",Lighting fixture manufacturing,Electronics,0.5
335120,33,335129,Other Lighting Equipment Manufacturing,Lighting fixture manufacturing,Articles-base metal,0.5
335210,35,335211,Electric Housewares and Household Fan Manufacturing,Small electrical appliance manufacturing,Electronics,1
335210,35,335212,Household Vacuum Cleaner Manufacturing,Small electrical appliance manufacturing,Electronics,1
335221,35,335221,Household Cooking Appliance Manufacturing,Household cooking appliance manufacturing,Electronics,1
335222,34,335222,Household Refrigerator and Home Freezer Manufacturing,Household refrigerator and home freezer manufacturing,Machinery,1
335224,34,335224,Household Laundry Equipment Manufacturing,Household laundry equipment manufacturing,Machinery,1
335228,35,335228,Other Major Household Appliance Manufacturing,Other major household appliance manufacturing,Electronics,1
335311,35,335311,"Power, Distribution, and Specialty Transformer Manufacturing","Power, distribution, and specialty transformer manufacturing",Electronics,1
335312,35,335312,Motor and Generator Manufacturing,Motor and generator manufacturing,Electronics,1
335313,35,335313,Switchgear and Switchboard Apparatus Manufacturing,Switchgear and switchboard apparatus manufacturing,Electronics,1
335314,35,335314,Relay and Industrial Control Manufacturing,Relay and industrial control manufacturing,Electronics,1
335911,35,335911,Storage Battery Manufacturing,Storage battery manufacturing,Electronics,1
335912,35,335912,Primary Battery Manufacturing,Primary battery manufacturing,Electronics,1
335920,35,335921,Fiber Optic Cable Manufacturing,Communication and energy wire and cable manufacturing,Electronics,1
335920,35,335929,Other Communication and Energy Wire Manufacturing,Communication and energy wire and cable manufacturing,Electronics,1
335930,35,335931,Current-Carrying Wiring Device Manufacturing,Wiring device manufacturing,Electronics,1
335930,35,335932,Noncurrent-Carrying Wiring Device Manufacturing,Wiring device manufacturing,Electronics,1
335991,35,335991,Carbon and Graphite Product Manufacturing,Carbon and graphite product manufacturing,Electronics,1
335999,35,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,All other miscellaneous electrical equipment and component manufacturing,Electronics,1
336111,36,336111,Automobile Manufacturing,Automobile manufacturing,Motorized vehicles,1
336112,36,336112,Light Truck and Utility Vehicle Manufacturing,Light truck and utility vehicle manufacturing,Motorized vehicles,1
336120,36,336120,Heavy Duty Truck Manufacturing,Heavy duty truck manufacturing,Motorized vehicles,1
336211,34,336211,Motor Vehicle Body Manufacturing,Motor vehicle body manufacturing,Machinery,1
336212,36,336212,Truck Trailer Manufacturing,Truck trailer manufacturing,Motorized vehicles,1
336213,36,336213,Motor Home Manufacturing,Motor home manufacturing,Motorized vehicles,1
336214,36,336214,Travel Trailer and Camper Manufacturing,Travel trailer and camper manufacturing,Motorized vehicles,1
336310,36,336311,"Carburetor, Piston, Piston Ring, and Valve Manufacturing",Motor vehicle gasoline engine and engine parts manufacturing,Motorized vehicles,1
336310,36,336312,Gasoline Engine and Engine Parts Manufacturing,Motor vehicle gasoline engine and engine parts manufacturing,Motorized vehicles,1
336320,35,336321,Vehicular Lighting Equipment Manufacturing,Motor vehicle electrical and electronic equipment manufacturing,Electronics,1
